record,yr,mo,dy,date,time,st,mag,inj,fat,slat,slon,elat,elon,len,wid
982,1994,8,16,8/16/1994,15:50:00,SC,0,0,0,34.93,-81.23,0,0,0.1,50
983,1994,8,16,8/16/1994,15:56:00,SC,1,0,0,35.02,-81.7,35.03,-81.78,3,73
984,1994,8,16,8/16/1994,16:30:00,NC,1,0,0,35.2,-81.53,0,0,2,200
985,1994,8,16,8/16/1994,16:36:00,SC,2,0,0,35.12,-81.5,35.18,-81.53,4,100
986,1994,8,16,8/16/1994,16:55:00,SC,1,0,0,34.7,-81.35,0,0,0.3,73
987,1994,8,16,8/16/1994,17:05:00,SC,2,1,0,34.82,-81.65,34.93,-81.5,10,150
988,1994,8,16,8/16/1994,17:42:00,NC,0,0,0,35.87,-81.38,0,0,2,50
989,1994,8,16,8/16/1994,17:45:00,NC,2,1,0,35.73,-81.32,0,0,1.5,200
990,1994,8,16,8/16/1994,18:15:00,NC,0,0,0,36.3,-81,0,0,2,50
991,1994,8,16,8/16/1994,23:00:00,NC,0,0,0,35.78,-80.9,0,0,1,50
992,1994,8,17,8/17/1994,19:10:00,NC,1,0,0,35.4,-78.75,0,0,1,50
993,1994,9,18,9/18/1994,11:15:00,SC,1,0,0,33.38,-81,0,0,0.1,30
994,1994,9,18,9/18/1994,15:45:00,NC,1,0,0,33.98,-78.53,0,0,0.2,40
995,1994,9,22,9/22/1994,2:30:00,NC,0,1,0,35.57,-75.48,0,0,0.2,23
996,1994,9,24,9/24/1994,9:45:00,SC,1,11,0,33.87,-79.73,0,0,0.5,100
997,1994,10,22,10/22/1994,16:10:00,SC,0,0,0,34.65,-81.85,0,0,2,73
998,1994,12,4,12/4/1994,18:30:00,SC,1,1,0,34.22,-82.38,34.27,-82.35,3,73
999,1995,1,6,1/6/1995,20:10:00,SC,1,0,0,34.13,-81.23,34.13,-81.2,3,100
1000,1995,1,6,1/6/1995,20:14:00,SC,1,0,0,34.4,-81.07,0,0,0.2,100
1001,1995,1,6,1/6/1995,22:15:00,NC,0,3,1,34.7,-78.55,0,0,2,150
1002,1995,1,6,1/6/1995,23:30:00,NC,1,1,0,35.12,-78.1,0,0,1,73
1003,1995,1,6,1/6/1995,23:40:00,NC,1,8,0,35.32,-77.73,0,0,1,100
1004,1995,1,6,1/6/1995,23:45:00,NC,1,13,0,35,-78.4,0,0,1,73
1005,1995,1,6,1/6/1995,23:45:00,NC,1,22,0,35.23,-77.85,0,0,0.5,50
1006,1995,1,14,1/14/1995,6:14:00,SC,0,0,0,34.18,-81.5,0,0,0.1,40
1007,1995,1,14,1/14/1995,6:29:00,SC,0,0,0,34.27,-81.42,0,0,0.1,20
1008,1995,1,14,1/14/1995,7:25:00,SC,0,0,0,33.52,-81.05,0,0,0.1,20
1009,1995,1,14,1/14/1995,7:30:00,SC,1,0,0,34.52,-83.02,0,0,1,30
1010,1995,1,14,1/14/1995,9:56:00,SC,1,0,0,33.77,-81.33,0,0,1,73
1011,1995,3,8,3/8/1995,9:53:00,SC,0,0,0,34.78,-82.27,0,0,0.1,10
1012,1995,3,8,3/8/1995,10:35:00,SC,1,0,0,34.13,-82.22,0,0,1,30
1013,1995,4,12,4/12/1995,13:23:00,NC,0,1,0,35.05,-80.7,0,0,0.5,23
1014,1995,5,1,5/1/1995,16:30:00,SC,0,0,0,34.87,-82.82,0,0,1,30
1015,1995,5,1,5/1/1995,18:25:00,SC,0,0,0,35.08,-81.63,35.12,-81.5,9,50
1016,1995,5,1,5/1/1995,19:03:00,SC,0,0,0,35,-81.23,0,0,1,50
1017,1995,5,1,5/1/1995,21:05:00,SC,0,0,0,34.75,-81.37,0,0,0.2,20
1018,1995,5,11,5/11/1995,15:57:00,NC,1,0,0,36.12,-76.95,0,0,0.1,10
1019,1995,5,11,5/11/1995,17:26:00,NC,0,0,0,35.63,-79.77,0,0,1,33
1020,1995,5,15,5/15/1995,13:53:00,SC,0,0,0,34.38,-81.75,0,0,0.1,30
1021,1995,5,15,5/15/1995,16:00:00,SC,0,0,0,33.32,-80.17,0,0,0.2,30
1022,1995,5,19,5/19/1995,6:38:00,NC,1,1,0,34.95,-79.27,34.95,-79.22,6,50
1023,1995,6,5,6/5/1995,9:05:00,SC,1,0,0,32.22,-80.75,32.22,-80.68,3,40
1024,1995,6,8,6/8/1995,17:52:00,NC,0,0,0,36.42,-78.97,0,0,1,33
1025,1995,6,12,6/12/1995,16:13:00,NC,0,0,0,36.42,-77.72,36.42,-77.67,3,40
1026,1995,6,12,6/12/1995,17:10:00,SC,1,1,0,32.38,-80.63,32.3,-80.53,7,130
1027,1995,6,27,6/27/1995,17:33:00,SC,0,0,0,33.77,-80.22,0,0,0.1,30
1028,1995,7,1,7/1/1995,13:55:00,NC,0,0,0,33.92,-78.02,0,0,0.1,10
1029,1995,7,6,7/6/1995,15:05:00,SC,0,0,0,34.43,-80,0,0,0.1,10
1030,1995,10,5,10/5/1995,1:35:00,SC,0,0,0,34.7,-82.3,34.68,-82.25,3,440
1031,1995,10,5,10/5/1995,3:40:00,SC,0,0,0,34.53,-80.22,0,0,0.1,50
1032,1995,10,5,10/5/1995,9:40:00,NC,0,0,0,35.45,-77.68,0,0,0.2,23
1033,1995,10,27,10/27/1995,15:20:00,NC,2,0,0,36.5,-78.93,36.55,-78.9,4,73
1034,1995,10,27,10/27/1995,16:10:00,NC,2,0,0,36.22,-78.53,0,0,2,73
1035,1995,10,27,10/27/1995,16:35:00,NC,2,0,0,36.33,-78.48,36.33,-78.42,3,50
1036,1995,10,27,10/27/1995,16:45:00,SC,0,0,0,34.05,-81.03,0,0,0.1,50
1037,1995,10,27,10/27/1995,16:50:00,NC,0,0,0,36.48,-78.18,0,0,1,50
1038,1995,10,27,10/27/1995,22:05:00,SC,1,0,0,34.18,-79.42,34.22,-79.38,3,40
1039,1995,10,28,10/28/1995,0:15:00,NC,0,0,0,34.55,-77.43,0,0,0.3,23
1040,1995,10,28,10/28/1995,0:30:00,NC,0,0,0,34.77,-77.38,0,0,0.5,40
1041,1995,10,28,10/28/1995,0:35:00,NC,0,0,0,34.72,-77.23,0,0,0.2,23
1042,1995,11,2,11/2/1995,14:45:00,SC,3,0,0,33.82,-81.1,0,0,1.5,250
1043,1995,11,2,11/2/1995,15:02:00,SC,2,0,0,33.82,-80.92,0,0,1,200
1044,1995,11,2,11/2/1995,15:43:00,SC,0,0,0,33.58,-80.33,0,0,0.1,50
1045,1995,11,7,11/7/1995,13:00:00,SC,0,0,0,33.98,-82.3,34.02,-82.18,7,100
1046,1995,11,7,11/7/1995,13:53:00,SC,2,1,0,33.85,-81.62,0,0,1.5,250
1047,1995,11,7,11/7/1995,14:15:00,SC,0,0,0,33.97,-81.05,0,0,0.1,50
1048,1995,11,7,11/7/1995,14:16:00,SC,0,0,0,33.57,-81.3,0,0,0.5,50
1049,1995,11,7,11/7/1995,14:21:00,SC,0,0,0,33.98,-81.02,0,0,0.1,50
1050,1995,11,7,11/7/1995,14:23:00,SC,0,0,0,33.9,-81.12,0,0,0.1,50
1051,1995,11,7,11/7/1995,14:30:00,SC,1,0,0,33.97,-81.23,33.95,-81.18,3,250
1052,1995,11,7,11/7/1995,14:33:00,SC,0,0,0,33.65,-81.1,0,0,0.1,50
1053,1995,11,7,11/7/1995,14:37:00,SC,1,3,0,33.55,-80.87,33.52,-80.82,3,250
1054,1995,11,7,11/7/1995,15:00:00,SC,2,0,0,33.57,-80.68,0,0,1.5,250
1055,1995,11,7,11/7/1995,15:08:00,SC,0,0,0,34.47,-80.32,0,0,0.2,50
1056,1995,11,7,11/7/1995,15:15:00,SC,1,0,0,34.48,-79.92,34.5,-80,3,40
1057,1995,11,7,11/7/1995,15:20:00,SC,1,1,0,33.37,-79.47,0,0,0.1,20
1058,1995,11,7,11/7/1995,15:25:00,SC,1,0,0,33.37,-79.3,0,0,0.1,20
1059,1995,11,7,11/7/1995,15:30:00,SC,0,0,0,33.62,-80.17,0,0,0.2,70
1060,1995,11,7,11/7/1995,15:35:00,SC,0,0,0,33.6,-80.25,0,0,0.1,50
1061,1995,11,7,11/7/1995,15:38:00,SC,2,4,0,34.2,-79.7,0,0,0.5,40
1062,1995,11,7,11/7/1995,15:45:00,SC,0,0,0,33.3,-79.95,0,0,1.5,33
1063,1995,11,7,11/7/1995,15:45:00,SC,0,0,0,32.78,-79.87,0,0,0.5,23
1064,1995,11,7,11/7/1995,15:47:00,SC,0,0,0,32.9,-80.75,0,0,1,30
1065,1995,11,7,11/7/1995,15:49:00,SC,4,1,0,34.1436,-79.3545,34.1431,-79.3421,0.7,100
1066,1995,11,7,11/7/1995,15:55:00,SC,0,0,0,34.45,-79.3,0,0,0.1,30
1067,1995,11,7,11/7/1995,16:00:00,NC,0,0,0,34.65,-79.08,0,0,0.1,10
1068,1995,11,7,11/7/1995,16:10:00,SC,0,0,0,33.67,-79.9,0,0,0.3,20
1069,1995,11,7,11/7/1995,16:14:00,SC,1,0,0,32.22,-80.75,0,0,2,60
1070,1995,11,7,11/7/1995,16:15:00,SC,1,11,0,33.67,-79.83,0,0,0.2,20
1071,1995,11,7,11/7/1995,16:15:00,SC,1,1,0,33.63,-79.77,0,0,0.2,20
1072,1995,11,7,11/7/1995,16:17:00,SC,2,0,0,33.83,-79.05,33.9,-78.98,5,100
1073,1995,11,7,11/7/1995,16:20:00,SC,0,0,0,32.35,-80.58,0,0,0.3,30
1074,1995,11,7,11/7/1995,16:30:00,NC,2,122,0,34.28,-78.7,0,0,0.7,40
1075,1995,11,11,11/11/1995,18:50:00,NC,1,3,0,35.78,-77.65,0,0,1,100
1076,1995,11,11,11/11/1995,19:15:00,NC,2,0,0,36.33,-77.22,0,0,0.3,100
1077,1995,11,11,11/11/1995,20:00:00,NC,1,0,0,36.32,-76.63,36.35,-76.6,2.2,100
1078,1995,11,11,11/11/1995,20:25:00,NC,1,0,0,36.3,-76.25,0,0,1,100
1079,1996,1,2,1/2/1996,18:10:00,SC,0,0,0,33.5,-80.87,33.5,-80.87,0.5,50
1080,1996,1,2,1/2/1996,18:20:00,SC,0,0,0,33.5,-80.85,33.5,-80.85,0.3,50
1081,1996,1,19,1/19/1996,12:16:00,NC,0,0,0,35.27,-75.55,35.27,-75.55,0.3,50
1082,1996,3,7,3/7/1996,10:30:00,SC,0,0,0,33.38,-81,33.38,-81,0.1,30
1083,1996,3,7,3/7/1996,11:31:00,SC,0,0,0,33.63,-80.17,33.63,-80.17,0.2,40
1084,1996,3,16,3/16/1996,21:17:00,SC,0,0,0,34.3,-80.98,34.3,-80.97,0.3,50
1085,1996,3,16,3/16/1996,21:38:00,SC,0,0,0,34.32,-80.6,34.32,-80.6,0.2,40
1086,1996,4,13,4/13/1996,18:03:00,NC,1,0,0,34.7,-80.57,34.7,-80.57,1,50
1087,1996,4,15,4/15/1996,9:20:00,NC,0,0,0,34.53,-78.05,34.53,-78.05,0.2,20
1088,1996,4,15,4/15/1996,9:50:00,NC,0,0,0,34.53,-78.08,34.53,-78.08,0.1,10
1089,1996,4,15,4/15/1996,13:25:00,NC,1,0,0,34.83,-78.05,34.83,-78.05,0.3,50
1090,1996,4,15,4/15/1996,13:30:00,NC,2,0,0,34.9,-77.95,34.9,-77.95,1.5,75
1091,1996,4,15,4/15/1996,13:33:00,NC,2,3,0,34.92,-77.95,34.92,-77.95,1,75
1092,1996,4,15,4/15/1996,13:35:00,NC,2,0,0,34.92,-77.95,34.92,-77.95,0.8,75
1093,1996,4,15,4/15/1996,13:40:00,NC,1,0,0,34.95,-77.93,34.95,-77.93,0.5,50
1094,1996,4,15,4/15/1996,13:48:00,NC,2,0,0,35.02,-77.95,35.03,-77.95,1,75
1095,1996,4,15,4/15/1996,14:20:00,NC,0,0,0,35.15,-77.73,35.15,-77.73,0.3,25
1096,1996,4,15,4/15/1996,14:32:00,NC,0,0,0,35.27,-77.6,35.27,-77.6,0.3,50
1097,1996,4,15,4/15/1996,14:35:00,NC,1,0,0,35.27,-77.6,35.28,-77.6,0.5,50
1098,1996,4,15,4/15/1996,14:45:00,NC,0,0,0,35.32,-77.58,35.32,-77.58,0.5,50
1099,1996,4,15,4/15/1996,15:00:00,NC,2,0,0,35.47,-77.53,35.47,-77.53,1.3,75
1100,1996,4,15,4/15/1996,15:10:00,NC,1,0,0,35.48,-77.38,35.48,-77.38,0.7,50
1101,1996,4,15,4/15/1996,16:08:00,NC,0,0,0,35.78,-78.38,35.83,-78.33,2,200
1102,1996,4,15,4/15/1996,16:25:00,NC,1,26,0,35.78,-78.38,35.82,-78.33,3,50
1103,1996,4,15,4/15/1996,16:45:00,NC,2,5,0,35.88,-78.27,35.88,-78.27,2,400
1104,1996,4,15,4/15/1996,16:45:00,NC,1,0,0,35.95,-78.12,35.95,-78.12,4,50
1105,1996,4,20,4/20/1996,11:50:00,NC,0,0,0,35.57,-82.02,35.57,-82.02,0.1,30
1106,1996,4,20,4/20/1996,12:00:00,NC,1,2,0,36.18,-81.65,36.18,-81.65,0.1,20
1107,1996,4,26,4/26/1996,7:44:00,SC,1,0,0,34.47,-82.7,34.47,-82.7,0.8,150
1108,1996,4,26,4/26/1996,12:30:00,NC,0,0,0,35.02,-77.48,35.02,-77.48,0.5,50
1109,1996,4,26,4/26/1996,12:45:00,NC,0,0,0,34.15,-78.6,34.15,-78.6,0.2,20
1110,1996,4,26,4/26/1996,12:50:00,NC,0,0,0,34.97,-77.23,34.97,-77.23,0.2,25
1111,1996,5,6,5/6/1996,18:45:00,NC,1,0,0,36.28,-79.73,36.28,-79.73,0.1,20
1112,1996,5,7,5/7/1996,17:45:00,SC,0,0,0,33.83,-81.62,33.83,-81.62,0.1,30
1113,1996,5,11,5/11/1996,17:40:00,NC,0,0,0,34.5,-78.83,34.5,-78.83,0.1,10
1114,1996,5,29,5/29/1996,15:10:00,SC,0,0,0,35.12,-81.5,35.12,-81.5,0.2,30
1115,1996,5,29,5/29/1996,15:40:00,NC,1,0,0,35.58,-80.82,35.58,-80.67,5,150
1116,1996,5,29,5/29/1996,16:00:00,SC,1,0,0,34.72,-81.02,34.72,-81.02,1,100
1117,1996,5,29,5/29/1996,16:05:00,NC,1,0,0,35.65,-80.48,35.67,-80.4,5,150
1118,1996,5,29,5/29/1996,17:44:00,SC,0,0,0,34.37,-80.43,34.37,-80.43,0.2,50
1119,1996,7,3,7/3/1996,13:30:00,NC,0,0,0,36.45,-77.27,36.45,-77.23,1,500
1120,1996,7,10,7/10/1996,16:53:00,SC,0,0,0,33.82,-78.63,33.82,-78.63,0.3,20
1121,1996,7,12,7/12/1996,11:30:00,NC,0,0,0,35.7,-78.12,35.7,-78.12,0.3,50
1122,1996,7,12,7/12/1996,12:25:00,NC,0,0,0,35.78,-78.8,35.78,-78.8,4.5,100
1123,1996,7,12,7/12/1996,15:20:00,NC,0,0,0,34.72,-76.85,34.72,-76.85,0.5,50
1124,1996,7,12,7/12/1996,15:41:00,NC,0,0,0,35.07,-76.98,35.07,-76.98,0.5,50
1125,1996,7,25,7/25/1996,10:54:00,NC,1,0,0,36.5,-79.23,36.5,-79.23,0.1,25
1126,1996,7,26,7/26/1996,14:55:00,SC,1,0,0,34.8,-81.92,34.8,-81.92,0.1,10
1127,1996,7,26,7/26/1996,15:25:00,SC,0,0,0,34.72,-81.7,34.65,-81.62,0.3,10
1128,1996,8,4,8/4/1996,7:20:00,NC,0,0,0,33.92,-78.03,33.92,-78.03,0.1,20
1129,1996,9,6,9/6/1996,20:00:00,NC,0,0,0,34.62,-79,34.62,-79,0.2,10
1130,1996,9,16,9/16/1996,14:28:00,SC,1,0,0,34.6,-83.03,34.6,-82.95,5,220
1131,1996,9,16,9/16/1996,14:40:00,SC,2,2,0,34.62,-82.8,34.58,-82.7,6,440
1132,1996,9,16,9/16/1996,14:45:00,SC,1,0,0,34.53,-82.72,34.53,-82.72,0.3,220
1133,1996,9,16,9/16/1996,14:57:00,SC,1,0,0,34.67,-82.55,34.67,-82.47,5,220
1134,1996,9,16,9/16/1996,15:03:00,SC,0,0,0,34.67,-82.45,34.7,-82.42,2,220
1135,1996,9,16,9/16/1996,16:16:00,SC,2,0,0,33.92,-79.92,33.92,-79.88,1.5,150
1136,1996,9,16,9/16/1996,16:35:00,NC,0,0,0,35.3,-81.55,35.3,-81.55,0.1,180
1137,1996,9,16,9/16/1996,16:40:00,SC,0,0,0,34.03,-79.93,34.03,-79.93,0.1,10
1138,1996,9,16,9/16/1996,16:45:00,SC,0,0,0,33.83,-79.78,33.85,-79.77,1,10
1139,1996,9,16,9/16/1996,17:30:00,SC,0,0,0,34.2,-79.38,34.25,-79.32,4,10
1140,1996,9,16,9/16/1996,18:10:00,NC,0,0,0,34.42,-79.05,34.47,-79.02,3,10
1141,1996,9,16,9/16/1996,19:20:00,NC,2,0,0,35.25,-78.53,35.25,-78.53,1.4,100
1142,1996,9,16,9/16/1996,21:12:00,NC,1,0,0,35.12,-78.03,35.12,-78.03,2,100
1143,1996,9,16,9/16/1996,22:00:00,NC,2,1,0,35.22,-77.58,35.25,-77.58,1,100
1144,1996,9,16,9/16/1996,22:05:00,NC,1,1,0,35.55,-77.77,35.57,-77.75,1,100
1145,1996,9,16,9/16/1996,22:30:00,NC,1,0,0,35.32,-77.38,35.32,-77.38,0.5,75
1146,1996,9,17,9/17/1996,1:55:00,NC,0,1,0,35.8,-75.62,35.8,-75.62,0.3,50
1147,1996,10,8,10/8/1996,3:35:00,SC,0,0,0,33.68,-79,33.68,-79,0.5,15
1148,1996,10,8,10/8/1996,3:45:00,NC,0,0,0,33.95,-78.27,33.95,-78.27,0.4,15
1149,1996,10,8,10/8/1996,5:30:00,NC,1,0,0,34.75,-77.42,34.75,-77.42,0.3,50
1150,1996,10,8,10/8/1996,5:40:00,NC,0,0,0,34.17,-77.92,34.17,-77.92,0.2,10
1151,1996,10,8,10/8/1996,6:20:00,NC,0,0,0,35.23,-75.63,35.23,-75.63,0.3,50
1152,1996,10,8,10/8/1996,7:00:00,NC,1,0,0,35.18,-77.05,35.18,-77.05,0.6,50
1153,1996,10,8,10/8/1996,7:30:00,NC,1,1,0,35.5,-76.98,35.5,-76.98,0.5,50
1154,1996,10,8,10/8/1996,7:33:00,NC,2,0,0,35.48,-76.87,35.48,-76.87,1,50
1155,1996,11,8,11/8/1996,18:25:00,NC,0,0,0,34.68,-78.45,34.7,-78.45,0.1,15
1156,1996,12,7,12/7/1996,15:55:00,NC,0,0,0,34.62,-78.75,34.62,-78.75,0.1,10
1157,1997,2,21,2/21/1997,14:20:00,SC,0,0,0,34.63,-83.07,34.63,-83.07,0.1,23
1158,1997,2,21,2/21/1997,15:00:00,SC,1,0,0,34.45,-82.42,34.45,-82.42,0.3,50
1159,1997,2,21,2/21/1997,15:33:00,SC,2,0,0,34.92,-81.97,34.92,-81.97,1,73
1160,1997,2,21,2/21/1997,16:20:00,SC,0,0,0,35.13,-81.25,35.15,-81.27,2,100
1161,1997,2,21,2/21/1997,16:22:00,NC,1,0,0,35.17,-81.23,35.25,-81.05,15,200
1162,1997,3,14,3/14/1997,4:00:00,SC,1,0,0,32.77,-79.83,32.77,-79.83,0.1,30
1163,1997,3,14,3/14/1997,4:15:00,SC,1,0,0,33.03,-79.62,33.03,-79.62,0.2,30
1164,1997,4,21,4/21/1997,15:30:00,NC,0,0,0,34.85,-77.28,34.85,-77.28,2,100
1165,1997,4,22,4/22/1997,20:10:00,SC,1,2,0,33.85,-79.93,33.85,-79.92,0.5,200
1166,1997,4,22,4/22/1997,21:25:00,SC,1,1,0,33.83,-79.05,33.83,-79.05,0.3,20
1167,1997,4,22,4/22/1997,22:50:00,SC,1,0,0,33.18,-80.58,33.18,-80.58,0.5,23
1168,1997,5,1,5/1/1997,16:00:00,NC,0,0,0,35.73,-77.92,35.73,-77.92,2,50
1169,1997,6,1,6/1/1997,16:10:00,NC,0,0,0,35.92,-77.15,35.92,-77.15,0.4,100
1170,1997,7,5,7/5/1997,16:50:00,NC,1,0,0,34.8,-78.95,34.8,-78.95,1,40
1171,1997,7,5,7/5/1997,18:10:00,NC,0,0,0,35.38,-77.78,35.38,-77.78,0.5,100
1172,1997,7,19,7/19/1997,13:31:00,NC,0,0,0,34.15,-78.1,34.15,-78.1,0.1,10
1173,1997,7,19,7/19/1997,13:40:00,NC,0,0,0,34.25,-78.05,34.25,-78.05,0.1,10
1174,1997,7,23,7/23/1997,14:55:00,SC,0,0,0,34.4,-82.32,34.4,-82.32,3,50
1175,1997,7,23,7/23/1997,21:53:00,SC,2,6,1,33.85,-81.05,33.88,-81.02,3.5,200
1176,1997,7,23,7/23/1997,22:14:00,SC,1,1,0,33.97,-80.98,34,-80.93,3,100
1177,1997,7,23,7/23/1997,22:32:00,SC,0,0,0,34.07,-80.8,34.08,-80.78,1.5,73
1178,1997,7,23,7/23/1997,22:48:00,SC,2,1,0,34.22,-80.57,34.3,-80.55,6,123
1179,1997,7,23,7/23/1997,23:00:00,SC,1,0,0,34.7,-80.9,34.7,-80.9,0.1,23
1180,1997,7,23,7/23/1997,23:20:00,SC,1,0,0,34.47,-80.35,34.52,-80.3,3,83
1181,1997,9,24,9/24/1997,12:55:00,SC,1,0,0,33.23,-79.38,33.23,-79.38,0.8,30
1182,1997,10,26,10/26/1997,15:45:00,NC,1,1,0,34.47,-78.33,34.65,-78.05,0.2,50
1183,1997,10,26,10/26/1997,17:45:00,NC,0,0,0,34.7,-76.77,34.7,-76.77,0.2,50
1184,1998,1,7,1/7/1998,20:10:00,SC,2,4,0,34.8,-82.6,34.83,-82.6,1.5,40
1185,1998,1,8,1/8/1998,8:01:00,NC,1,3,0,34.23,-77.93,34.23,-77.93,0.2,30
1186,1998,3,8,3/8/1998,11:55:00,SC,0,0,0,33.22,-81.13,33.22,-81.12,1,100
1187,1998,3,8,3/8/1998,12:20:00,SC,2,0,0,33.53,-81.08,33.53,-81.07,1.3,80
1188,1998,3,8,3/8/1998,12:50:00,SC,2,0,0,33.38,-80.45,33.45,-80.4,5,100
1189,1998,3,8,3/8/1998,13:18:00,SC,0,0,0,33.57,-80.22,33.58,-80.15,1,70
1190,1998,3,8,3/8/1998,13:38:00,NC,0,0,0,34.62,-78.98,34.62,-78.98,0.3,30
1191,1998,3,8,3/8/1998,13:55:00,SC,0,0,0,34.28,-79.27,34.28,-79.27,0.3,30
1192,1998,3,8,3/8/1998,14:03:00,NC,1,3,0,34.58,-78.97,34.57,-78.93,2,30
1193,1998,3,8,3/8/1998,14:30:00,SC,0,0,0,34.08,-79.2,34.08,-79.2,0.2,30
1194,1998,3,8,3/8/1998,15:10:00,NC,0,0,0,34.27,-78.92,34.28,-78.92,0.3,30
1195,1998,3,8,3/8/1998,16:10:00,NC,2,0,0,35.45,-77.9,35.47,-77.88,1,50
1196,1998,3,20,3/20/1998,13:42:00,NC,0,0,0,35.18,-80.67,35.18,-80.67,0.1,30
1197,1998,3,20,3/20/1998,14:14:00,NC,1,3,0,36.32,-80.07,36.33,-80.05,1.5,30
1198,1998,3,20,3/20/1998,14:25:00,NC,3,27,2,36.4,-79.98,36.53,-79.78,12,300
1199,1998,3,20,3/20/1998,17:15:00,NC,0,0,0,35.63,-78.85,35.63,-78.85,0.1,30
1200,1998,3,20,3/20/1998,17:30:00,NC,2,1,0,36.22,-78.82,36.25,-78.78,2.5,100
1201,1998,3,20,3/20/1998,17:40:00,NC,2,2,0,35.72,-78.62,35.72,-78.62,1.5,100
1202,1998,3,20,3/20/1998,17:45:00,NC,0,0,0,35.8,-78.67,35.8,-78.67,0.2,30
1203,1998,3,20,3/20/1998,17:55:00,NC,2,0,0,36.32,-78.73,36.32,-78.73,1.5,100
1204,1998,3,20,3/20/1998,18:35:00,NC,1,0,0,36.1,-78.13,36.1,-78.13,0.1,50
1205,1998,3,20,3/20/1998,19:45:00,NC,1,1,0,34.48,-79.03,34.48,-79.03,0.5,30
1206,1998,4,1,4/1/1998,14:45:00,NC,0,0,0,35.38,-77.93,35.38,-77.93,0.5,50
1207,1998,4,1,4/1/1998,14:50:00,NC,1,0,0,35.23,-77.8,35.23,-77.8,1,50
1208,1998,4,1,4/1/1998,14:55:00,NC,1,0,0,35.25,-77.77,35.25,-77.77,1.5,100
1209,1998,4,1,4/1/1998,15:05:00,NC,1,3,0,35.23,-77.62,35.23,-77.62,1.5,80
1210,1998,4,1,4/1/1998,15:50:00,NC,0,0,0,35.05,-77.63,35.05,-77.63,1,50
1211,1998,4,1,4/1/1998,16:15:00,NC,0,0,0,35.22,-77.47,35.22,-77.47,0.5,50
1212,1998,4,1,4/1/1998,16:30:00,NC,0,0,0,35.33,-77.2,35.33,-77.2,0.5,50
1213,1998,4,1,4/1/1998,16:44:00,NC,0,0,0,35.3,-77.22,35.3,-77.22,0.5,50
1214,1998,4,3,4/3/1998,16:40:00,SC,0,0,0,32.52,-81.02,32.5,-81,1,30
1215,1998,4,9,4/9/1998,4:22:00,SC,1,0,0,32.28,-81.12,32.28,-81.1,1,150
1216,1998,4,19,4/19/1998,12:25:00,SC,0,0,0,34.35,-82.12,34.4,-82.07,5,50
1217,1998,4,19,4/19/1998,13:30:00,SC,0,0,0,35.1,-81.27,35.1,-81.27,0.1,30
1218,1998,4,19,4/19/1998,14:08:00,SC,0,0,0,34.92,-81.03,34.92,-81.03,0.1,30
1219,1998,5,4,5/4/1998,15:04:00,NC,0,0,0,35,-77.65,35,-77.65,0.2,50
1220,1998,5,4,5/4/1998,15:22:00,NC,0,0,0,35.22,-77.53,35.22,-77.53,0.2,50
1221,1998,5,7,5/7/1998,14:35:00,NC,1,0,0,35.8,-82.85,35.8,-82.85,1.3,50
1222,1998,5,7,5/7/1998,14:35:00,NC,0,2,0,36.32,-79.27,36.33,-79.25,0.5,50
1223,1998,5,7,5/7/1998,15:08:00,SC,0,0,0,34.77,-83.15,34.77,-83.15,0.1,50
1224,1998,5,7,5/7/1998,15:15:00,NC,0,0,0,35.93,-81.08,35.95,-81.02,5,300
1225,1998,5,7,5/7/1998,15:25:00,NC,1,0,0,35.92,-80.98,35.92,-80.95,3,1320
1226,1998,5,7,5/7/1998,15:25:00,SC,0,0,0,34.6,-83.03,34.6,-83.03,0.1,50
1227,1998,5,7,5/7/1998,15:49:00,NC,4,2,0,35.87,-81.38,35.87,-81.32,4,1320
1228,1998,5,7,5/7/1998,15:50:00,NC,1,0,0,35.98,-80.77,35.95,-80.72,3,440
1229,1998,5,7,5/7/1998,15:55:00,NC,2,0,0,35.62,-81.98,35.62,-81.98,3.7,880
1230,1998,5,7,5/7/1998,16:03:00,NC,1,0,0,35.85,-81.35,35.85,-81.18,10,200
1231,1998,5,7,5/7/1998,16:15:00,NC,0,0,0,36.02,-80.52,36.02,-80.43,5,100
1232,1998,5,7,5/7/1998,16:19:00,NC,1,0,0,36.35,-80.62,36.35,-80.57,2.5,100
1233,1998,5,7,5/7/1998,16:25:00,SC,0,0,0,34.37,-82.4,34.3,-82.37,5,50
1234,1998,5,7,5/7/1998,16:30:00,NC,3,5,0,36.02,-80.38,36.02,-80.38,2,30
1235,1998,5,7,5/7/1998,16:42:00,SC,1,0,0,34.28,-82.3,34.27,-82.23,10,100
1236,1998,5,7,5/7/1998,16:49:00,NC,2,0,0,35.55,-81.42,35.55,-81.4,2,440
1237,1998,5,7,5/7/1998,17:10:00,NC,1,0,0,36.02,-80.13,36.02,-80.13,0.1,100
1238,1998,5,7,5/7/1998,17:15:00,SC,3,0,0,33.88,-82.03,33.87,-81.95,5,880
1239,1998,5,7,5/7/1998,17:20:00,NC,1,0,0,36.08,-79.93,36.08,-79.93,1.5,30
1240,1998,5,7,5/7/1998,17:25:00,NC,0,0,0,35.53,-81.03,35.5,-80.95,5,50
1241,1998,5,7,5/7/1998,17:45:00,NC,0,0,0,35.52,-80.97,35.48,-80.87,6,50
